Grapheme	IPA	Frequence	Codepoints
gg	gg/gː	13	U+0067 U+0067
t́	t́	13	U+0074 U+0301
eye	e y/j e	13	U+0065 U+0079 U+0065
šš	šš/ʃː	12	U+0161 U+0161
C	C/ts	12	U+0043
öö	öö/œː	12	U+00f6 U+00f6
­	NULL	12	U+00ad
ea	ea	12	U+0065 U+0061
ɔː	ɔː	12	U+0254 U+02d0
ç	ç	12	U+00e7
γ	γ/ɣ	11	U+03b3
tʃ	tʃ	11	U+0074 U+0283
hs	h s	11	U+0068 U+0073
vs	v s	11	U+0076 U+0073
lw	l w	11	U+006c U+0077
ayya	a yy/jː a	11	U+0061 U+0079 U+0079 U+0061
ǵ	ǵ/ɢ	10	U+01f5
ŋŋ	ŋŋ/ŋː	10	U+014b U+014b
ĭs	ĭ/i s	10	U+012d U+0073
dd	dd/dː	10	U+0064 U+0064
ff	ff/fː	10	U+0066 U+0066
β	β	10	U+03b2
ŋs	ŋ s	10	U+014b U+0073
ħ	ħ	10	U+0127
k̚	k̚/k	10	U+006b U+031a
ps	p s	9	U+0070 U+0073
'u	u	9	U+0027 U+0075
bs	b s	9	U+0062 U+0073
yɔ	y/j ɔ	9	U+0079 U+0254
eˁ	eˤ/e ʕ	9	U+0065 U+02c1
ź	ź/ʒ	9	U+017a
a:a	aː a	9	U+0061 U+003a U+0061
ā	ā/aː	9	U+0101
ɴs	ɴ s	9	U+0274 U+0073
eya	e y/j a	9	U+0065 U+0079 U+0061
ya:	y/j aː	8	U+0079 U+0061 U+003a
bb	bb/bː	8	U+0062 U+0062
ö:s	öː/œː s	8	U+00f6 U+003a U+0073
ɵ:	ɵː	8	U+0275 U+003a
ïˁ	ïˤ/ɨ ʕ	8	U+00ef U+02c1
а	а	8	U+0430
oˁ	oˤ/o ʕ	8	U+006f U+02c1
ïh	ï/ɨ h	8	U+00ef U+0068
yey	y/j ey/ei	8	U+0079 U+0065 U+0079
iye	i y/j e	8	U+0069 U+0079 U+0065
π	π/p	7	U+03c0
xs	x s	7	U+0078 U+0073
æ	æ	7	U+00e6
ü:s	üː/yː s	7	U+00fc U+003a U+0073
ʌ	ʌ	7	U+028c
ͻː	ɔː	7	U+037b U+02d0
öw	öw/œu	7	U+00f6 U+0077
ë	ë/ə	7	U+00eb
rr	rr/rː	7	U+0072 U+0072
yː	yː	7	U+0079 U+02d0
__	+	7	U+005f U+005f
__$	NULL
^__	NULL
'ï	ï/ɨ	7	U+0027 U+00ef
phs	ph/pʰ s	7	U+0070 U+0068 U+0073
iˁ	iˤ/i ʕ	7	U+0069 U+02c1
Ɂw	ʔ w	7	U+0241 U+0077
i:e	iː e	6	U+0069 U+003a U+0065
rw	r w	6	U+0072 U+0077
ae	ae	6	U+0061 U+0065
üü	üü/yː	6	U+00fc U+00fc
ɢ	ɢ	6	U+0262
ịs	ị/ɨ s	6	U+1ecb U+0073
ïss	ï/ɨ ss/sː	6	U+00ef U+0073 U+0073
ǝ	ə	6	U+01dd
oya	o y/j a	6	U+006f U+0079 U+0061
uˁ	uˤ/u ʕ	6	U+0075 U+02c1
ọs	ọ/o s	6	U+1ecd U+0073
oyo	o y/j o	6	U+006f U+0079 U+006f
р	р	6	U+0440
ksw	k s w	6	U+006b U+0073 U+0077
î	î/i	6	U+00ee
ɒ	ɒ	5	U+0252
ïw	ïw/ɨu	5	U+00ef U+0077
auu	auː	5	U+0061 U+0075 U+0075
thw	th/tʰ w	5	U+0074 U+0068 U+0077
d́	d́/d	5	U+0064 U+0301
ʑ	ʑ	5	U+0291
eu	eu	5	U+0065 U+0075
ëë	ëë/əː	5	U+00eb U+00eb
'ü	ü/y	5	U+0027 U+00fc
iao	i/j ao	5	U+0069 U+0061 U+006f
sˀ	sˀ	5	U+0073 U+02c0
д	д/d	5	U+0434
yaya	y/j a y/j a	5	U+0079 U+0061 U+0079 U+0061
ḳs	ḳ/q s	4	U+1e33 U+0073
yaa	y/j aː	4	U+0079 U+0061 U+0061
ɒː	ɒː	4	U+0252 U+02d0
'e	ʔ e	4	U+0027 U+0065
'aa	ʔ aː	4	U+0027 U+0061 U+0061
'e:	ʔ eː	4	U+0027 U+0065 U+003a
χs	χ s	4	U+03c7 U+0073
üʒ	ü/y ʒ	4	U+00fc U+0292
ū	ū/uː	4	U+016b
a:y	aːy/aːi	4	U+0061 U+003a U+0079
ëh	ë/ə h	4	U+00eb U+0068
T	T/t	4	U+0054
S	S/s	4	U+0053
E	E/e	4	U+0045
uye	u y/j e	4	U+0075 U+0079 U+0065
aii	aiː	4	U+0061 U+0069 U+0069
ḳḳ	ḳḳ/qː	4	U+1e33 U+1e33
'i	ʔ i	4	U+0027 U+0069
śś	śś/ʃː	4	U+015b U+015b
=	+	4	U+003d
^=	+
=$	+
iɛ	i/j ɛ	4	U+0069 U+025b
ye:	y/j eː	4	U+0079 U+0065 U+003a
у	j	4	U+0443
iya	i y/j a	4	U+0069 U+0079 U+0061
euy	eu y/j	4	U+0065 U+0075 U+0079
ɒ:	ɒː	4	U+0252 U+003a
yʌ	y/j ʌ	4	U+0079 U+028c
μ	μ/m	3	U+03bc
yao	y/j ao	3	U+0079 U+0061 U+006f
íi	íi/iː	3	U+00ed U+0069
iɔ	i/j ɔ	3	U+0069 U+0254
yo:	y/j oː	3	U+0079 U+006f U+003a
ɴɴ	ɴɴ/ɴː	3	U+0274 U+0274
εi	ɛi	3	U+03b5 U+0069
öˁs	öˤ/œ s	3	U+00f6 U+02c1 U+0073
áa	áa/aː	3	U+00e1 U+0061
ε	ɛ	3	U+03b5
yə	y/j ə	3	U+0079 U+0259
ayə	a y/j ə	3	U+0061 U+0079 U+0259
bˀ	bˀ	3	U+0062 U+02c0
oe	oe	3	U+006f U+0065
э	э/ɜ	3	U+044d
ụː	ụː/uː	3	U+1ee5 U+02d0
ş	ş/ʃ	3	U+015f
ɨː	ɨː	3	U+0268 U+02d0
у:	yː	3	U+0443 U+003a
js	j s	3	U+006a U+0073
'u:	ʔ uː	3	U+0027 U+0075 U+003a
'k	ˀk	3	U+0027 U+006b
V	V/v	3	U+0056
phph	phph/pʰː	3	U+0070 U+0068 U+0070 U+0068
vv	vv/vː	3	U+0076 U+0076
ĕs	ĕ/e s	3	U+0115 U+0073
'ü:	üː/yː	3	U+0027 U+00fc U+003a
t͡ʃ	tʃ	3	U+0074 U+0361 U+0283
'g	ˀg	3	U+0027 U+0067
ŭs	ŭ/u s	3	U+016d U+0073
cˀ	cˀ	3	U+0063 U+02c0
ès	è/e s	3	U+00e8 U+0073
ŋh	ŋh/ŋʰ	3	U+014b U+0068
ä:	äː/æː	3	U+00e4 U+003a
х	x	3	U+0445
б	б/b	3	U+0431
ɔy	ɔy/ɔi	3	U+0254 U+0079
oyi	o y/j i	3	U+006f U+0079 U+0069
öˁ	öˤ/œ	3	U+00f6 U+02c1
н	н/ʜ	3	U+043d
uyu	u y/j u	3	U+0075 U+0079 U+0075
ʒʹ	ʒʹ/ʒˀ	3	U+0292 U+02b9
ayu	a y/j u	3	U+0061 U+0079 U+0075
'd	d	3	U+0027 U+0064
u:o	uːo	2	U+0075 U+003a U+006f
aay	aay/aːi	2	U+0061 U+0061 U+0079
ö:h	öː/œː h	2	U+00f6 U+003a U+0068
ōs	ō/oː s	2	U+014d U+0073
øø	øː	2	U+00f8 U+00f8
əʷy	əʷ/əu y/j	2	U+0259 U+02b7 U+0079
o:y	o:y/oːj	2	U+006f U+003a U+0079
ʕ	ʕ	2	U+0295
г	г/g	2	U+0433
i:i	iː i	2	U+0069 U+003a U+0069
nɕ	n ɕ	2	U+006e U+0255
y:	yː	2	U+0079 U+003a
ʐ	ʐ	2	U+0290
úu	úu/uː	2	U+00fa U+0075
šh	šh/ʃʰ	2	U+0161 U+0068
ȵ	ȵ	2	U+0235
ɸɸ	ɸɸ/ɸː	2	U+0278 U+0278
ïˁs	ïˤ/ɨ s	2	U+00ef U+02c1 U+0073
Kw	K/q w	2	U+004b U+0077
κw	κ/q w	2	U+03ba U+0077
ī	ī/iː	2	U+012b
pʰ	pʰ	2	U+0070 U+02b0
x́	x́/x	2	U+0078 U+0301
ɬ	ɬ	2	U+026c
vh	v h	2	U+0076 U+0068
1	NULL	2	U+0031
*	NULL	2	U+002a
'm	ˀm	2	U+0027 U+006d
öh	ö/œ h	2	U+00f6 U+0068
uiyi	ui y/j i	2	U+0075 U+0069 U+0079 U+0069
r˳	r̥/r	2	U+0072 U+02f3
ʤʤ	ʤʤ/dʒː	2	U+02a4 U+02a4
bh	bh/bʰ	2	U+0062 U+0068
ws	w s	2	U+0077 U+0073
ğ	w s	2	U+011f
ọːs	ọː/oː s	2	U+1ecd U+02d0 U+0073
u:y	uːy/uːi	2	U+0075 U+003a U+0079
yu:u	y/j uː u	2	U+0079 U+0075 U+003a U+0075
å	ḁ/a	2	U+00e5
ш	ш/ʃ	2	U+0448
ж	ж/ʒ	2	U+0436
ć	ć/tʃ	2	U+0107
ē	ē/eː	2	U+0113
xw	x w	2	U+0078 U+0077
ww	ww/wː	2	U+0077 U+0077
jj	jj/dʒː	2	U+006a U+006a
ė	ė/e	2	U+0117
əiə	ə i/j ə	2	U+0259 U+0069 U+0259
a:ay	aːay/aːi	2	U+0061 U+003a U+0061 U+0079
uo:	u/w oː	2	U+0075 U+006f U+003a
aye	a y/j e	2	U+0061 U+0079 U+0065
eei	eːi	2	U+0065 U+0065 U+0069
в	ʙ	2	U+0432
'ɣ	ˀɣ	2	U+0027 U+0263
ayɔ	a y/j ɔ	2	U+0061 U+0079 U+0254
'č	'č/ˀtʃ	2	U+0027 U+010d
ʦ	ts	2	U+02a6
's	ˀs	2	U+0027 U+0073
pss	p ss/sː	2	U+0070 U+0073 U+0073
aoo	aoː	2	U+0061 U+006f U+006f
äw	äw/æu	2	U+00e4 U+0077
о	o	2	U+043e
ү	ɣ	1	U+04af
i̥̥	i̥/ɨ	1	U+0069 U+0325 U+0325
aỹa	a ỹ/j a	1	U+0061 U+1ef9 U+0061
ńń	ńń/nː	1	U+0144 U+0144
Gs	ɢ s	1	U+0047 U+0073
oua	ou a	1	U+006f U+0075 U+0061
lhw	lh/lʰ w	1	U+006c U+0068 U+0077
ɵː	ɵː	1	U+0275 U+02d0
	NULL	1	U+0005
ōh	ō/oː h	1	U+014d U+0068
ḿ	ḿ/m	1	U+1e3f
əuu	əuː	1	U+0259 U+0075 U+0075
uˀai	uˀ/u ai	1	U+0075 U+02c0 U+0061 U+0069
ǖ	yː	1	U+01d6
ʉ:	ʉː	1	U+0289 U+003a
uoy	u/w oy/oi	1	U+0075 U+006f U+0079
o:yu	oː y/j u	1	U+006f U+003a U+0079 U+0075
к	к/q	1	U+043a
'ie	i/j e	1	U+0027 U+0069 U+0065
ё	ё/ə	1	U+0451
ɑ	ɑ	1	U+0251
ƺ	ƺ/ʒ	1	U+01ba
ǰǰ	ǰǰ/dʒː	1	U+01f0 U+01f0
üh	ü/y h	1	U+00fc U+0068
t̥	t̥/t	1	U+0074 U+0325
aːi	aːi	1	U+0061 U+02d0 U+0069
aːe	aːe	1	U+0061 U+02d0 U+0065
ə́	ə́/ə	1	U+0259 U+0301
ɨ:	ɨː	1	U+0268 U+003a
h̥	h̥/h	1	U+0068 U+0325
`	ʔ	1	U+0060
ē̆	ē̆/e	1	U+0113 U+0306
ı	ı/ɨ	1	U+0131
ɔyɔ	ɔ y/j ɔ	1	U+0254 U+0079 U+0254
íyu	í/i y/j u	1	U+00ed U+0079 U+0075
yue	y/j ue	1	U+0079 U+0075 U+0065
ɔi	ɔi	1	U+0254 U+0069
pˀ	pˀ	1	U+0070 U+02c0
uii	uiː	1	U+0075 U+0069 U+0069
GG	ɢː	1	U+0047 U+0047
aiyi	ai y/j i	1	U+0061 U+0069 U+0079 U+0069
ẹ	ẹ/e	1	U+1eb9
üss	ü/y ss/sː	1	U+00fc U+0073 U+0073
jˀ	jˀ	1	U+006a U+02c0
ụh	ụ/u h	1	U+1ee5 U+0068
eə	eə	1	U+0065 U+0259
ä:s	äː/æː s	1	U+00e4 U+003a U+0073
úi	úi/ui	1	U+00fa U+0069
B	B/ʙ	1	U+0042
ǟ	ǟ/æː	1	U+01df
cs	cs/ts	1	U+0063 U+0073
yii	y/j iː	1	U+0079 U+0069 U+0069
əyə	ə y/j ə	1	U+0259 U+0079 U+0259
yee	y/j eː	1	U+0079 U+0065 U+0065
əə	əː	1	U+0259 U+0259
n̥	n̥/n̥	1	U+006e U+0325
hˀ	hˀ	1	U+0068 U+02c0
ûû	ûû/uː	1	U+00fb U+00fb
iu:	iuː	1	U+0069 U+0075 U+003a
’s	ˀs	1	U+2019 U+0073
ayie	a y/j ie	1	U+0061 U+0079 U+0069 U+0065
2	NULL	1	U+0032
ʨh	ʨh/tɕʰ	1	U+02a8 U+0068
ye:e	y/j eː e	1	U+0079 U+0065 U+003a U+0065
uayi	u/w a y/j i	1	U+0075 U+0061 U+0079 U+0069
u:u	uː u	1	U+0075 U+003a U+0075
'oo	oː	1	U+0027 U+006f U+006f
ф	ф/ɸ	1	U+0444
л	л/l	1	U+043b
ʉi:	ʉiː	1	U+0289 U+0069 U+003a
yi:i	y/j iː i	1	U+0079 U+0069 U+003a U+0069
üˁ	üˤ/y	1	U+00fc U+02c1
'ès	'/ʔ è/e s	1	U+0027 U+00e8 U+0073
nˀ	nˀ	1	U+006e U+02c0
ɛi	ɛi	1	U+025b U+0069
ui:	uiː	1	U+0075 U+0069 U+003a
ˈa	a	1	U+02c8 U+0061
əya	ə y/j a	1	U+0259 U+0079 U+0061
ɔya	ɔ y/j a	1	U+0254 U+0079 U+0061
dˀ	dˀ	1	U+0064 U+02c0
eo	eo	1	U+0065 U+006f
??	NULL	1	U+003f U+003f
âs	â/a s	1	U+00e2 U+0073
ͻːs	ɔː s	1	U+037b U+02d0 U+0073
ˈx	x	1	U+02c8 U+0078
üw	ü/y w	1	U+00fc U+0077
aʊ	aʊ	1	U+0061 U+028a
ʌʊ	ʌʊ	1	U+028c U+028a
yuo	y/j uo	1	U+0079 U+0075 U+006f
aya:	a y/j aː	1	U+0061 U+0079 U+0061 U+003a
yay	y/j ay/ai	1	U+0079 U+0061 U+0079
xɕ	x ɕ	1	U+0078 U+0255
oyo:	o y/j oː	1	U+006f U+0079 U+006f U+003a
з	з/ɜ	1	U+0437
ы	ы/ɨ	1	U+044b
ττ	ττ/tː	1	U+03c4 U+03c4
ooi	oːi	1	U+006f U+006f U+0069
oyya	o yy/jː a	1	U+006f U+0079 U+0079 U+0061
：	NULL	1	U+ff1a
с	c/s	1	U+0441
о:	oː	1	U+043e U+003a
D	D/d	1	U+0044
ó	ó/o	1	U+00f3
ч	ч/tʃ	1	U+0447
е:	еː	1	U+0435 U+003a
ʉi	ʉi	1	U+0289 U+0069
ɐʉ	ɐʉ	1	U+0250 U+0289
öˁh	öˤ/œ h	1	U+00f6 U+02c1 U+0068
fˀ	fˀ	1	U+0066 U+02c0
iɛ:	i/j ɛː	1	U+0069 U+025b U+003a
ө	ө/θ	1	U+04e9
îs	î/i s	1	U+00ee U+0073
ịsịs	ị/ɨ s ị/ɨ s	1	U+1ecb U+0073 U+1ecb U+0073
aɪ	aɪ	1	U+0061 U+026a
ȧs	ȧ/a s	1	U+0227 U+0073
äːs	äː/æː s	1	U+00e4 U+02d0 U+0073
éː	éː/eː	1	U+00e9 U+02d0
uyə	u y/j ə	1	U+0075 U+0079 U+0259
eyye	e yy/jː e	1	U+0065 U+0079 U+0079 U+0065
oou	oːu	1	U+006f U+006f U+0075
yuu	y/j uː	1	U+0079 U+0075 U+0075
ɔyʌ	ɔ y/j ʌ	1	U+0254 U+0079 U+028c
ĺ	ĺ/l	1	U+013a
dw	d w	1	U+0064 U+0077
ɛɪ	ɛɪ	1	U+025b U+026a
ɿ	ɿ	1	U+027f
ŋʐ	ŋ ʐ	1	U+014b U+0290
ỹ	ỹ	1	U+1ef9
ŋˀ	ŋˀ	1	U+014b U+02c0
ɵɵ	ɵː	1	U+0275 U+0275
uiː	uiː	1	U+0075 U+0069 U+02d0
'y	'y/ˀj	1	U+0027 U+0079
aiyou	ai y/j ou	1	U+0061 U+0069 U+0079 U+006f U+0075
ã	ã	1	U+00e3
uyɔ	u y/j ɔ	1	U+0075 U+0079 U+0254
Gɕ	G/ɢ ɕ	1	U+0047 U+0255
eyi:	e y/j iː	1	U+0065 U+0079 U+0069 U+003a
ụ:	ụː/uː	1	U+1ee5 U+003a
gw	g w	1	U+0067 U+0077
üˁs	üˤ/y s	1	U+00fc U+02c1 U+0073
iyɘ	i y/j ɘ	1	U+0069 U+0079 U+0258
ái	ái/ai	1	U+00e1 U+0069
'ǰ	'ǰ/ˀdʒ	1	U+0027 U+01f0
gˀ	gˀ	1	U+0067 U+02c0
äh	ä/æ h	1	U+00e4 U+0068
ie:	i/j eː	1	U+0069 U+0065 U+003a
'r	r	1	U+0027 U+0072
yu:	y/j uː	1	U+0079 U+0075 U+003a
<	NULL	1	U+003c
t̕	t̕/t	1	U+0074 U+0315
áː	áː/aː	1	U+00e1 U+02d0
zw	z w	1	U+007a U+0077
ssw	ss/sː w	1	U+0073 U+0073 U+0077
kssw	k ss/sː w	1	U+006b U+0073 U+0073 U+0077
'o	ʔ o	1	U+0027 U+006f
'ж	'ж/ˀʒ	1	U+0027 U+0436
и	и/i	1	U+0438
ya:a	y/j aː a	1	U+0079 U+0061 U+003a U+0061
əe	əe	1	U+0259 U+0065
ʝ	ʝ	1	U+029d
ai:	aiː	1	U+0061 U+0069 U+003a
ɣs	ɣ s	1	U+0263 U+0073
'h	h	1	U+0027 U+0068
Os	O/o s	1	U+004f U+0073
iəa	i/j əa	1	U+0069 U+0259 U+0061
eːa	eːa	1	U+0065 U+02d0 U+0061
'x	x	1	U+0027 U+0078
yau	y/j au	1	U+0079 U+0061 U+0075
øi	øi	1	U+00f8 U+0069
iou	i/j ou	1	U+0069 U+006f U+0075
gʃ	g ʃ	1	U+0067 U+0283
bɕ	b ɕ	1	U+0062 U+0255
i:y	iːy	1	U+0069 U+003a U+0079
U	U/u	1	U+0055
'_s	+ s	1	U+0027 U+005f U+0073
ɡ	g	1	U+0261
ŋɕ	ŋ ɕ	1	U+014b U+0255
κκ	κκ/qː	1	U+03ba U+03ba
eyo	e y/j o	1	U+0065 U+0079 U+006f
'üs	'/ʔ ü/y s	1	U+0027 U+00fc U+0073
ɔ:	ɔː	1	U+0254 U+003a
ayo	a y/j o	1	U+0061 U+0079 U+006f
iʾə	iʾə/iə	1	U+0069 U+02be U+0259
Gʃ	G/ɢ ʃ	1	U+0047 U+0283
'ö	'/ʔ ö/œ	1	U+0027 U+00f6
ͻːh	ͻː/ɔː h	1	U+037b U+02d0 U+0068
aə	aə	1	U+0061 U+0259
ɛ:	ɛː	1	U+025b U+003a
Ï	Ï/ɨ	1	U+00cf
ǧ	ǧ/ɢ	1	U+01e7
äws	äw/æu s	1	U+00e4 U+0077 U+0073
æy	æy/æi	1	U+00e6 U+0079
ɪ	ɪ	1	U+026a
